article_id	title	main_topic	author	related_topics
719	2019 Scrum Master Trends Report Published	Culture & Methods	Stefan Wolpers Dave West Ben Linders	Culture & Methods|Scrum Master|Agile in the Enterprise|Careers|Scrum.org|Survey|Agile|Scrum|Adopting Agile
720	DevOps and Cloud InfoQ Trends Report - February 2019	DevOps	Helen Beal Chris Swan Manuel Pais Daniel Bryant Steffen Opel Charles Humble	Development|DevOps|IT Service Management|Continuous Delivery|Automated Deployment|Enterprise Architecture|Agile Techniques|InfoQ|Agile|Microservices|Observability|Chaos Engineering|Performance|Containers|Business/IT Alignment|PaaS|Service Mesh|InfoQ Trends Report|Continuous Integration|Architecture|Digital Transformation|Monitoring|Resilience|Cloud Computing|Kubernetes|application performance management
721	Two Sides of a Coin: Blockchain, Ethics and Human Rights	Culture & Methods	Max Schmid Sebastian Porsdam Mann Ben Linders	Culture & Methods|Ethics|Blockchain|Social Networking|Architecture|Science|Emerging Technologies
722	Tap Compare Testing with Diferencia and Java Microservices	Development	Alex Soto Daniel Bryant	Development|DevOps|Integration Testing|Testing|Integration Test|Architecture|Java|Microservices
723	Author Q&A on the Book Business Analysis Agility	Culture & Methods	Shane Hastie James Robertson Suzanne Robertson Shane Hastie	Culture & Methods|Product Owner|Product Backlog|Agile in the Enterprise|InfoQ|Agile|Scrum|Business Analysis|Adopting Agile|Book Review
724	Continuous Delivery - It’s Not All about Tech!	Culture & Methods	Sylvia MacDonald Ben Linders	Culture & Methods|IT Service Management|Continuous Delivery|Automated Deployment|Agile Techniques|Agile|Kata|Lean|Release Management|Stories & Case Studies|Cloud Computing
725	Four Techniques Serverless Platforms Use to Balance Performance and Cost	DevOps	Erwin van Eyk Richard Seroter	Development|Architecture & Design|Performance & Scalability|Containers|Architecture|Serverless|Cloud Computing|Kubernetes|Cloud
726	Great Managers Are Like Great Teachers: Q&A with Jessica Ingrassellino	Culture & Methods	Ben Linders Jessica Ingrassellino	Culture & Methods|Leadership|Agile Conferences|Coaching and Mentoring|Teamwork|Management|Collaboration|Agile|Agile Manager|Teaching
727	Who is in Charge of Quality in Software Development	Culture & Methods	Janet Gregory Jennifer Riggins Shane Hastie	Culture & Methods|Software Craftsmanship|TDD|Behavior Driven Development|Testing|Acceptance Testing|Agile|Quality|Agile Test|ATDD
728	Adapting Projects to Use C# 8 and Nullable Reference Types	Development	Jonathan Allen	Development|C# 8|.NET|Microsoft|C#|.NET Languages
729	Test Automation in the World of AI & ML	Culture & Methods	Anand Bagmar Shane Hastie	Culture & Methods|AI, ML & Data Engineering|Software Craftsmanship|Testing|Acceptance Testing|Automated testing|Agile|Quality|Machine Learning|Exploratory Testing|Automation|Test Design
730	Ambassador: Building a Control Plane for an Envoy-Powered API Gateway on Kubernetes	DevOps	Daniel Bryant Charles Humble	Architecture & Design|DevOps|Envoy|Containers|Service Mesh|API Gateway|Architecture|Microservices|API|Cloud Computing|Kubernetes
731	Is 2019 the Year Agile Transformation Will Finally Work?	Culture & Methods	Dave West Shane Hastie	Culture & Methods|Business Agility|Agile in the Enterprise|Agile|Adopting Agile
732	Service Catalog and Kubernetes	Architecture & Design	Ara Pulido Thomas Betts	Architecture & Design|DevOps|Azure|Amazon|Microsoft|Microservices|Cloud Architecture|Containers|IaaS|AWS|PaaS|Services|.NET|Google Cloud Platform|Architecture|Cloud Computing|Kubernetes
733	Author Q&A on the Book Product Takeoff	Culture & Methods	Navjot (Nav) Singh Kamal Manglani Shane Hastie	Culture & Methods|Product Owner|Product Development|InfoQ|Agile|Scrum|Book Review|Product Management
734	Overcoming RESTlessness	Architecture & Design	Matt McLarty Daniel Bryant	Development|Architecture & Design|REST|SOA|RPC|Enterprise Architecture|Web API|Web Services|Architecture|GraphQL|gRPC|API
735	The Complete Guide to the Java SE 12 Extended Switch Statement/Expression	Development	Mohamed Taman Daniel Bryant	Development|Java
736	Observability-Driven Development for Tackling the Great Unknown	DevOps	Jennifer Riggins Manuel Pais	DevOps|Performance|Continuous Improvement|Agile|Monitoring|On-call|Feedback|Observability|application performance management
737	Rewriting an API Gateway Service from Clojure to Golang: AppsFlyer Experience Report	Development	Asaf Yonay Daniel Bryant	Development|Architecture & Design|DevOps|Clojure|LISP|Go Language|API Gateway|Architecture|Java|Microservices|JVM Languages|API
738	Author Q&A on the Book Simplify Work	Culture & Methods	Jesse W. Newton Shane Hastie Shane Hastie	Culture & Methods|InfoQ|Work Management|Book Review
739	Virtual Panel: Kubernetes and the Challenges of Multi-Cloud	DevOps	Rags Srinivas Lew Tucker Sheng Liang Janet Kuo Marco Palladino Rags Srinivas	Development|Architecture & Design|Containers|Virtual Panel|Cloud Computing|Kubernetes|Cloud
740	Success or Burnout? Q&A on How Personal Agility Can Help	Culture & Methods	Maria Matarelli Ben Linders Peter Stevens	Culture & Methods|Coaching|Agile Conferences|Coaching and Mentoring|Personal Growth|Teamwork|Collaboration|Agile|Burnout
741	Developing Microservices with Behavior Driven Development and Interface Oriented Design	Architecture & Design	Kenneth Pugh Shane Hastie	Architecture & Design|Culture & Methods|TDD|Behavior Driven Development|Testing|Story Testing|Architecture|Microservices|Agile Test|Software Testing
742	Architecture and Design InfoQ Trends Report - January 2019	Architecture & Design	Charles Humble Jan Stenberg Thomas Betts Daniel Bryant Daniel Bryant	Development|Architecture & Design|Leadership|event sourcing|InfoQ Trends Report|Event Driven Architecture|Architecture|InfoQ|Agile|Microservices|Serverless|Cloud Computing|Evolutionary Design
743	Evidence-Based Management Guide - Updated	Culture & Methods	Ben Linders Patricia Kong Kurt Bittner	Culture & Methods|Business/IT Alignment|Enterprise Architecture|Business Value|Architecture|Scrum.org|Agile|Scrum|Innovation|Checklists and Guides
744	Q&A on the Book Build a Next-Generation Digital Workplace	Culture & Methods	Ben Linders Shailesh Kumar	Architecture & Design|Culture & Methods|Enterprise Architecture|InfoQ|Agile|Professionalism|Book Review|Software Development|Collaborative Technologies|Business/IT Alignment|Teamwork|Workplace|Collaboration|Architecture|Distributed Team|Digital Transformation|Platforms
745	Why Do We Need Architectural Diagrams?	Architecture & Design	Ionut Balosin Thomas Betts	Development|Architecture & Design|Communication|Architecture Documentation|Teamwork|Documentation|Stakeholder|Architecture|Distributed Team|Agile|Diagramming
746	Q&A on the Book Future Ethics	Culture & Methods	Cennydd Bowles Ben Linders	Culture & Methods|Ethics|Enterprise Architecture|Governance|Architecture|Product Development|InfoQ|Design|Book Review
747	Increasing the Quality of Patient Care through Stream Processing	Architecture & Design	Nuwan Bandara Himasha Guruge Nadeeshan Gimhana Roland Meertens	Development|Architecture & Design|AI, ML & Data Engineering|Event Stream Processing|Event Driven Architecture|Architecture|Healthcare|Streaming
748	Hiring and Retaining Developers - Creating Great Teams	Culture & Methods	Tamas Torok Shane Hastie	Culture & Methods|Teamwork|Agile|Hiring
749	Scaling a Distributed Stream Processor in a Containerized Environment	AI, ML & Data Engineering	Miyuru Dayarathna Sarangan Janakan Roland Meertens	Development|AI, ML & Data Engineering|Event Stream Processing|Performance & Scalability|Containers|Event Driven Architecture|Architecture|Streaming|Cloud Computing|Kubernetes
750	Q&A on the Book Refactoring - Second Edition	Culture & Methods	Martin Fowler Ben Linders	Development|Architecture & Design|Culture & Methods|Software Craftsmanship|JavaScript|InfoQ|Agile|Quality|Web Development|Design|Dynamic Languages|Book Review|Code Quality|Refactoring|Code Reviews|Architecture
751	Successful Teams: How Leaders Build Their Tech Companies	Culture & Methods	Theodora Palikarska Shane Hastie	Culture & Methods|Leadership|Teamwork|Team Collaboration|Collaboration|Distributed Team|Agile|Startup
752	Headless Selenium Browsers	Development	Jeanne Boyarsky Charles Humble	Development|Java|Automated testing|Automation|Selenium
753	Towards Successful Resilient Software Design	Culture & Methods	Uwe Friedrichsen Ben Linders	Architecture & Design|Culture & Methods|Agile Conferences|Reliability|Distributed Systems|Teamwork|Collaboration|Architecture|Agile|Design|Resilience
754	Super Charge the Module Aware Service Loader in Java 11	Development	Uday Tatiraju Ben Evans	Development|Java11|Java
755	Article Series - .NET Core - 2nd Series	Development	Chris Woodruff Jeff Martin	Development|Architecture & Design|DevOps|Distributed Cache|Clustering & Caching|Visual C++|ASP.NET Web API|ASP.NET Core|C++/CLI|Microsoft|Caching|Performance|.NET Core|.NET|C++|.NET Core Series|Infrastructure|Compilers|.NET Languages|ASP.NET
756	How to Slow Down to Go Faster Than Ever in Software Development	Culture & Methods	Lemi Orhan Ergin Ben Linders	Culture & Methods|Software Craftsmanship|Agile in the Enterprise|Agile|Quality|Adopting Agile|Source Code|Code Quality|Adoption|Software Development|Legacy Code|Debugging|Testing|Process Adoption|Lean|Hiring
757	Conquering the Challenges of Data Preparation for Predictive Maintenance	AI, ML & Data Engineering	Ian Downard Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Database|Big Data|Infrastructure|Predictive Analytics
758	Space as an Enabler - Coworking as a Mindset	Culture & Methods	Ben Linders Dina Sierralta	Culture & Methods|Agile Conferences|Networking|Teamwork|GOTO Conference|Collaboration|GOTO Berlin|Infrastructure|Agile|Innovation|Remote Developer
759	Book Review: Optimizing Java	Development	Michael Redlich Victor Grazi	Development|Architecture & Design|DevOps|AI, ML & Data Engineering|GarbageCollection|Runtimes|Performance|Performance Tuning|Java|JVM|HotSpot|Virtual Machines|application performance management
760	Q&A on the Book "Lean Product Management"	Culture & Methods	Rui Miguel Ferreira	Culture & Methods|Agile|Lean|Product Management
761	How to Test ASP.NET Core Web API	Development	Chris Woodruff Jeff Martin	Development|.NET Core|Web API|.NET|Architecture|.NET Core Series|Microsoft|API|ASP.NET
762	Building a VPC with CloudFormation - Part 2	DevOps	Ken Krueger Richard Seroter	Architecture & Design|DevOps|Networking|IaaS|AWS|Amazon|Infrastructure|Cloud Computing|Cloud
763	Q&A on the Book Digital Transformation at Scale	Culture & Methods	Andrew Greenway Ben Linders	Culture & Methods|Agile In Government|Business/IT Alignment|Teamwork|Enterprise Architecture|Governance|Collaboration|Agile in the Enterprise|Architecture|Agile|Digital Transformation|Adopting Agile|Large Projects
764	Key Takeaway Points and Lessons Learned from QCon San Francisco 2018	Development	Abel Avram	Development|Architecture & Design|Culture & Methods|DevOps|AI, ML & Data Engineering|QCon San Francisco 2018|QCon
765	Understanding Blockchain Basics and Use Cases	Development	Ben Evans	Development|Architecture & Design|Blockchain|Hyperledger|Architecture|Java|Emerging Technologies
766	A Quick Tour of the .NET CLI	Development	Jeremy Miller Jeff Martin	Development|.NET Core|.NET|.NET Core Series|Microsoft
767	InfoQ’s 2018, and What We Expect to See in 2019	Development	Charles Humble	Development|Architecture & Design|Culture & Methods|DevOps|AI, ML & Data Engineering|Chaos Engineering|Ethics|Security|Quantum Computing|Architecture|Microservices|Resilience|Emerging Technologies
768	Building a VPC with CloudFormation - Part 1	DevOps	Ken Krueger Richard Seroter	Architecture & Design|DevOps|Networking|IaaS|AWS|Amazon|Infrastructure|Cloud Computing|Cloud
769	The Current State of Blockchain - Panel Discussion (Part 2)	Development	Ben Evans	Development|Architecture & Design|Culture & Methods|Blockchain|Cryptography|Security|Architecture|Cryptocurrency|Emerging Technologies
770	How to Make Cross-Functional Operations a Team Effort	Culture & Methods	Dipti Parmar Shane Hastie	Culture & Methods|Teamwork|Collaboration|Agile|Scrum|Self-organizing Team
771	The 2018 InfoQ Editors’ Recommended Reading List: Part Two	Development	Daniel Bryant Charles Humble	Development|Architecture & Design|Culture & Methods|DevOps|AI, ML & Data Engineering|Leadership|Testing|Acceptance Testing|Time Management|InfoQ|Agile|Machine Learning|Book Review|NoProjects
772	Author Q&A on the Book Project to Product by Mik Kersten	Culture & Methods	Shane Hastie Mik Kersten Shane Hastie	Culture & Methods|Business/IT Alignment|Enterprise Architecture|Business Value|Architecture|Product Development|Agile|NoProjects
773	What Machine Learning Can Learn from DevOps	DevOps	Ben Linders Thiago de Faria	Culture & Methods|DevOps|AI, ML & Data Engineering|Source Control|IT Service Management|Agile Conferences|Continuous Delivery|Automated Deployment|Agile Techniques|Agile|Machine Learning|Source Code|Teamwork|Version Control|Continuous Integration|Collaboration|Artificial Intelligence|Cloud Computing
774	.NET Core and DevOps	Development	Dave Swersky	Development|DevOps|.NET|.NET Core Series|Microsoft
775	The Current State of Blockchain - Panel Discussion (Part 1)	Development	Ben Evans	Development|Architecture & Design|Culture & Methods|Blockchain|Cryptography|Security|Architecture|Cryptocurrency|Emerging Technologies
776	JavaScript and Web Development InfoQ Trends Report	Development	Dylan Schiemann Charles Humble	Development|Architecture & Design|HTML5|HTML|JavaScript|Markup Languages|Mobile|InfoQ|Rich Internet Apps|Web Development|Dynamic Languages|TypeScript|InfoQ Trends Report|CSS|Mobile Development
777	Using Golang to Build Microservices at The Economist: A Retrospective	Development	K Jonas Daniel Bryant	Development|Architecture & Design|DevOps|Microservice Frameworks|Go Language|Event Driven Architecture|Architecture|Automated testing|Microservices|Automation
778	Analytics Zoo: Unified Analytics + AI Platform for Distributed Tensorflow, and BigDL on Apache Spark	AI, ML & Data Engineering	Jason Dai Roland Meertens	AI, ML & Data Engineering|Deep Learning|Database|Big Data|Infrastructure|Machine Learning|Apache Spark|TensorFlow
779	Applying Agile for Developing Industrial Machinery	Culture & Methods	Claudio Saurin Ben Linders	Culture & Methods|Agile Conferences|Agile Techniques|Kanban|Agile in the Enterprise|Product Development|Agile|Lean|Adopting Agile
780	Book Review and Q&A: ASP.NET Core in Action by Andrew Lock	Development	Chris Woodruff Jeff Martin	Development|.NET Core|ASP.NET Core|.NET|InfoQ|.NET Core Series|Microsoft|Book Review|ASP.NET
781	CA Technologies' Agile Transformation: A Firsthand Perspective	Culture & Methods	Christine Hudson Shane Hastie	Culture & Methods|Business Agility|Scaled Agile framework|Agile in the Enterprise|Agile|Adopting Agile
782	Micronaut Tutorial: Part 2: Easy Distributed Tracing, JWT Security and AWS Lambda Deployment	Development	Sergio del Amo Caballero Daniel Bryant	Development|Architecture & Design|DevOps|Microservice Frameworks|Architecture|Java|Microservices|AWS Lambda
783	Q&A on the Book Driving Digital Strategy	Culture & Methods	Sunil Gupta Ben Linders	Culture & Methods|Business Agility|Business/IT Alignment|Enterprise Architecture|Artificial Intelligence|Architecture|InfoQ|Digital Transformation|Innovation|Book Review|Change
784	Back to the Future with Relational NoSQL	AI, ML & Data Engineering	Evan Weaver Abel Avram	Development|Architecture & Design|AI, ML & Data Engineering|NoSQL|Consistency|Database|CAP Theorem|Relational Databases|DB|Paxos
785	From Warfare to Outsourced Software Development	Culture & Methods	Medhat Sabry Shane Hastie	Culture & Methods|Outsourcing|Agile|Project Management
786	Exploring Azure Service Fabric Mesh: A Platform for Building Mission Critical Microservices	DevOps	Chacko Daniel Daniel Bryant	Development|Architecture & Design|DevOps|Containers|Azure|PaaS|.NET|Architecture|Microsoft|Microservices|Cloud Computing|Cloud
787	Distributed Caching with ASP.NET Core	Development	Matthew Groves Jeff Martin	Development|.NET Core|ASP.NET Core|.NET|.NET Core Series|Microsoft
788	Three Keys to a Successful “Pre-Mortem”	Culture & Methods	Willow Brugh Shane Hastie	Culture & Methods|Security|Risk Management|Assessment|Continuous Improvement|Agile|Risk|Retrospectives
789	Sentiment Analysis: What's with the Tone?	AI, ML & Data Engineering	Rosaria Silipo Kathrin Melcher Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Sentiment Analysis|Database|Big Data|Infrastructure|Machine Learning
790	Q&A on the Book “Distributed Teams: The Art and Practice of Working Together While Physically Apart”	Culture & Methods	Ben Linders John O'Duinn	Culture & Methods|Culture|Communication|Teamwork|Collaboration|Distributed Team|InfoQ|Agile|Meetings|Book Review|Remote Developer
791	The Serverless Sea Change	Architecture & Design	Joe Emison Thomas Betts	Architecture & Design|Amazon|Microservices|AWS Lambda|Serverless|Google Cloud Functions|Azure Functions|Containers|IaaS|AWS|FaaS|Google Cloud Platform|Architecture|Cloud Computing
792	Great Scrum Masters Are Grown, Not Born	Culture & Methods	Lyssa Adkins Ben Linders	Culture & Methods|Coaching|Scrum Master|Coaching and Mentoring|Training / Certification|Agile|Scrum
793	Will Cloud Computing Kill Open Source Development?	Development	Paul Dix Matt Klein Heather J. Meeker Michael Stiefel	Development|Architecture & Design|Software Development|Open Source|Cloud Computing
794	Getting Started with Istio Service Mesh Routing	DevOps	Oleg Atamanenko Oleg Chunikhin Daniel Bryant	Development|Architecture & Design|DevOps|Containers|Service Mesh|Istio|Architecture|Microservices|Cloud Computing|Kubernetes
795	Book Review: Solidity Programming Essentials	Development	Kent Weare	Development|Architecture & Design|Blockchain|Ethereum|Hyperledger|Architecture|InfoQ|Bitcoin|Book Review|Emerging Technologies
796	Spark Application Performance Monitoring Using Uber JVM Profiler, InfluxDB and Grafana	AI, ML & Data Engineering	Amit Baghel Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|NoSQL|Performance|Database|Big Data|Infrastructure|InfluxDB|Data Visualization|Monitoring|Grafana|Apache Spark|application performance management
797	Stateful Service Design Considerations for the Kubernetes Stack	Architecture & Design	Jonas Bonér Charles Humble	Architecture & Design|Containers|Architecture|Java|Microservices|Akka|Cloud Computing|Kubernetes
798	Building a Web App with Yeoman	Development	Oscar Salas Dylan Schiemann	Development|Architecture & Design|DevOps|JavaScript|Web App Developer|Web Development|Dynamic Languages|Web Applications
799	The New Killer Apps: Teamwork and Weak Signal Detection Lessons from the Military	Culture & Methods	Brian Rivera Ben Linders	Culture & Methods|Agile Conferences|Teamwork|Failure|Team Collaboration|Collaboration|Distributed Team|Cynefin|Agile|Lessons|Stories & Case Studies
800	How to Source Control Your Databases for DevOps	DevOps	Jonathan Allen	DevOps|SQL Server|IT Service Management|Continuous Delivery|Automated Deployment|Database|Database Management|Agile Techniques|Microsoft|Agile|Relational Databases|Continuous Deployment|Continuous Integration|SQL|Database Design|Cloud Computing
801	James Bach on a Career in Testing and Advice for New Players	Culture & Methods	Xiaoqian Geng James Bach Shane Hastie	Culture & Methods|Testing|Acceptance Testing|Automated testing|Agile Test|Automation
802	Challenges of Building a Reliable Realtime Chat Service	Architecture & Design	Pawel Ledwon Dylan Schiemann	Development|Architecture & Design|NoSQL|JavaScript|Redis|Database|Postgres|Web Development|Dynamic Languages|Relational Databases|Key-Value Store|Real Time|WebSocket
803	Q&A on the Book Code with the Wisdom of the Crowd	Culture & Methods	Ben Linders Mark Pearl	Culture & Methods|Teamwork|Assessment|Continuous Improvement|Collaboration|InfoQ|Agile|Mob Programming|Book Review|Retrospectives
804	Seth James Nielson on Blockchain Technology for Data Governance	AI, ML & Data Engineering	Seth James Nielson Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Blockchain|Database|Event Driven Architecture|Architecture|Data Architecture Summit|Data Governance|Data Management|Events|Emerging Technologies
805	Decoupling in Cloud Era: Building Cloud Native Microservices with Spring Cloud Azure	DevOps	Zhongwei Zhu Richard Seroter	Development|DevOps|Spring Cloud|Spring|Pivotal|Java|Microsoft Azure|Cloud-Native|Cloud Computing|Cloud
806	Who Is Running My Kubernetes Pod? The Past, Present, and Future of Container Runtimes	DevOps	Phil Estes Daniel Bryant	Development|DevOps|Containers|Docker|Cloud Computing|Kubernetes
807	Q&A on the Book Bitwise - A Life in Code	Culture & Methods	David Auerbach Ben Linders	Culture & Methods|Software Development|Teamwork|User Experience|Architecture|InfoQ|Agile|Design|Book Review|Artifacts & Tools|Game
808	Getting Started with Vue.js	Development	Gilad David Maayan Dylan Schiemann	Development|Architecture & Design|IaaS|AWS|Amazon|JavaScript|Markup Languages|CSS|Web Development|Dynamic Languages|Vue.js|Cloud Computing
809	Author Q&A: From Hierarchy to High Performance	Culture & Methods	Shane Hastie Doug Kirkpatrick Shane Hastie	Culture & Methods|Adaptive Leadership|Leadership|Servant Leadership|Diversity in Teams|Teamwork|Collaboration|Distributed Team|Agile|Group Communication
810	Service Delivery Review: The Missing DevOps Feedback Loop?	DevOps	Matthew Philip Manuel Pais	DevOps|IT Service Management|Continuous Delivery|Automated Deployment|Agile Techniques|Continuous Improvement|Kanban|Agile|Lean|Feedback|Cloud Computing
811	Scaling Agile in a Data-Driven Company	Culture & Methods	Antonello Mantuano Ben Linders	Culture & Methods|Portfolio Management|Agile Conferences|Agile Techniques|Kanban|Scaling Agile|Agile|Data|Nexus Framework|SAFe|Project Management|Agile Culture|Lean|Scrum
812	Next-Gen Autonomous System Design Made Easier with DDS and ROS	Development	Neil Puthuff Roland Meertens	Development|Robotics
813	Why the Agile Manifesto Still Matters	Culture & Methods	Scott Duncan Ben Linders	Culture & Methods|Teamwork|Trust|Collaboration|Agile|Scrum|Agile Manifesto|Self-organizing Team|Change
814	Agile Implementation from a Manager's Perspective	Culture & Methods	Tomasz Dutkowski Shane Hastie	Culture & Methods|Management|Agile in the Enterprise|Agile|Agile Manager|Adopting Agile
815	Apache Kafka: Ten Best Practices to Optimize Your Deployment	AI, ML & Data Engineering	Ben Bromhead Srini Penchikala	Development|Architecture & Design|DevOps|AI, ML & Data Engineering|Event Stream Processing|Data Analysis|Database|Event Driven Architecture|Architecture|Streaming|Data Analytics|Apache Kafka
816	Fun at Work: Building an Organizational Culture in Which People Can Flourish	Culture & Methods	Maartje Wolff Fennande van der Meulen Shane Hastie	Culture & Methods|Culture|Teamwork|Agile|Happiness
817	Give REST a Rest with RSocket	Architecture & Design	Robert Roeser Daniel Bryant	Development|Architecture & Design|REST|SOA|Web API|Enterprise Architecture|Web Services|Architecture|Microservices|Messaging|API
818	An Introduction to Kotlin for Serverside Java Developers	Development	Baljeet Sandhu Ben Evans	Development|Architecture & Design|Culture & Methods|Java|Kotlin|JVM Languages
819	Managing to the Next Century - The Five Big Things for Agile Transitions	Culture & Methods	Dave West Shane Hastie	Culture & Methods|Teamwork|Agile in the Enterprise|Agile|Scrum|Agile Practices|Self-organizing Team|Adopting Agile
820	Ethics - What Next?	Architecture & Design	Anne Currie Charles Humble	Architecture & Design|Ethics|Cloud
821	Q&A on the Book Humble Leadership	Culture & Methods	Edgar Schein Ben Linders Peter Schein	Culture & Methods|Leadership|Culture|Teamwork|Trust|InfoQ|Agile|Scrum|Self-organizing Team|Book Review
822	Natural Language Processing with Java - Second Edition: Book Review and Interview	AI, ML & Data Engineering	Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Sentiment Analysis|Database|Data Analysis|Natural Language Processing|Java|InfoQ|Big Data|Infrastructure|Machine Learning|Book Review|Data Analytics
823	Mapping the Market for Agile Coaches	Culture & Methods	Elaine Bulloch Michael de la Maza Alexander Frumkin Shane Hastie	Culture & Methods|Coaching|Coaching and Mentoring|Agile in the Enterprise|Agile|Adopting Agile
824	Resilient Systems in Banking	Architecture & Design	Greg Hawkins Harry Brumleve	Development|Architecture & Design|Chaos Engineering|Fault Tolerance|Banking|Failure|Architecture|Infrastructure|Asynchronous Architecture|Resilience|Cloud Computing|Cloud Architecture
825	Micronaut Tutorial: How to Build Microservices with This JVM-Based Framework	Development	Sergio del Amo Caballero Daniel Bryant	Development|Architecture & Design|Microservice Frameworks|Architecture|Java|Microservices|Kotlin|JVM Languages
826	Author Q&A - A Guide to Distributed Agile Framework	Culture & Methods	Shane Hastie Hugo Messer Savita Pahuja John Okoro Shane Hastie	Culture & Methods|Agile in the Enterprise|Distributed Team|Agile|Adopting Agile
827	Codefirst: The Future of UI Design	Development	Graham Church Dylan Schiemann	Development|Culture & Methods|Artificial Intelligence|Design and Technology|Voice-enabled UI|Machine Learning
828	Agile in the Context of a Holistic Approach	Culture & Methods	Jon Kern Ben Linders	Culture & Methods|Value & Metrics|Agile Techniques|Kanban|Agile in the Enterprise|Scaling Agile|Agile|Agile Manifesto|Adopting Agile|Project Management|Agile Estimation|Architecture|Scrum|Lean|Planning
829	Scaling Autonomy at Zalando	Culture & Methods	Ben Linders Eric Bowman	Culture & Methods|Agile Conferences|Agile Culture|Teamwork|Agile in the Enterprise|Architecture|Agile|Scaling Agile|Scrum|Self-organizing Team|Adopting Agile|Project Management|Planning
830	Modeling Uncertainty with Reactive DDD	Architecture & Design	Vaughn Vernon Thomas Betts	Development|Architecture & Design|Domain Driven Design|Distributed Systems|Methodologies|SpringOne 2017|Spring|Architecture|Pivotal|Java|Reactive Programming|SpringOne|Domain-Driven Design|Design
831	Explore the New Java 10 “var” Type: An Introduction and Hands-on Tutorial	Development	Mohamed Taman Daniel Bryant	Development|Architecture & Design|Java|REPL
832	Scrum The Toyota Way	Culture & Methods	Ben Linders Nigel Thurlow	Culture & Methods|Toyota Production System|Agile Conferences|Agile in the Enterprise|Agile|Lean|Scrum|Adopting Agile|Stories & Case Studies
833	The 2018 InfoQ Editors’ Recommended Reading List: Part One	Development	Daniel Bryant	Development|Architecture & Design|Culture & Methods|DevOps|AI, ML & Data Engineering|Agile|DevOps Enterprise|Cloud Computing
834	Author Q&A Continuous Digital and Project Myopia	Culture & Methods	Shane Hastie Allan Kelly Shane Hastie	Culture & Methods|Business Agility|Business/IT Alignment|Enterprise Architecture|Agile in the Enterprise|Architecture|Agile|Digital Transformation|Adopting Agile|NoProjects|Project Management
835	DevOps for the Modern Enterprise Book Review and Q&A with Mirco Hering	DevOps	Mirco Hering Manuel Pais	DevOps|Culture|Business/IT Alignment|Enterprise Architecture|Continuous Improvement|Architecture|Agile|Digital Transformation|Culture Change|Vendors|Automation
836	Ethics, a Psychological Perspective	Development	Andrea Dobson Charles Humble	Development|Architecture & Design|Ethics
837	JShell: A Comprehensive Guide to the Java REPL	Development	Dustin Schultz Daniel Bryant	Development|Architecture & Design|DevOps|Java|REPL
838	New Enterprise Decision-Making - Dealing with Uncertainty	Culture & Methods	Alex da Costa Shane Hastie	Culture & Methods|Adaptive Leadership|Leadership|Agile|Complex Systems
839	The DDD Do-Over	Architecture & Design	Thomas Betts	Development|Architecture & Design|Culture & Methods|Refactoring|Domain Driven Design|Case Study|Architecture|Agile|Design|Project Management|Consulting
840	Ajey Gore on Small Teams Making a Big Difference and Effective Outsourcing	Culture & Methods	Hugo Messer Shane Hastie	Culture & Methods|Agile Conferences|Outsourcing|Teamwork|Distributed Team|Agile
841	Chaos Conf Q&A: The Benefits, Challenges and Practices of Chaos Engineering	DevOps	Daniel Bryant	Development|Architecture & Design|Culture & Methods|DevOps|Chaos Engineering|Disaster Recovery|Architecture|BusinessContinuity|Resilience|Cloud Computing
842	Q&A on the Book Emotional Science	Culture & Methods	Audree Tara Sahota Ben Linders Michael Sahota	Culture & Methods|Coaching|Communication|Coaching and Mentoring|Teamwork|Team Collaboration|Collaboration|Psychological Safety|Distributed Team|InfoQ|Agile|Group Communication|Book Review
843	14 Things I Wish I’d Known When Starting with MongoDB	Development	Phil Factor Jonathan Allen	Development|Architecture & Design|NoSQL|Database|MongoDB|Distributed Document Oriented Database|Database Design
844	Are You the Barrier to Innovation?	Culture & Methods	Robert Zazueta Shane Hastie	Culture & Methods|Culture|Agile in the Enterprise|Agile|Complex Systems|Culture Change|Innovation|Adopting Agile
845	How the TOGAF Standard Serves Enterprise Architecture	Architecture & Design	Will Stevens Thomas Betts	Development|Architecture & Design|Communication|Enterprise Architecture|Enterprise Integration Patterns|TOGAF|Customers & Requirements|Agile|Integration Patterns|Project Management|Acquisitions|Documentation|Architecture|Requirements|Distributed Team|Patterns|Integration|Requirements Management
846	Agile Transformation at Ericsson	Culture & Methods	Ben Linders Hendrik Esser	Culture & Methods|Agile Conferences|eXtreme Programming|Agile in the Enterprise|Scaling Agile|Agile|Scrum|Adopting Agile|Stories & Case Studies
847	Democratizing Stream Processing with Apache Kafka® and KSQL - Part 2	AI, ML & Data Engineering	Robin Moffatt Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Event Stream Processing|Database|Data Analysis|Event Driven Architecture|Architecture|Big Data|Infrastructure|Streaming|Data Analytics|Apache Kafka
