article_id	title	main_topic	author	related_topics
237	Observability-Driven Development for Tackling the Great Unknown	DevOps	Jennifer Riggins Manuel Pais	DevOps|Performance|Continuous Improvement|Agile|Monitoring|On-call|Feedback|Observability|application performance management
238	Rewriting an API Gateway Service from Clojure to Golang: AppsFlyer Experience Report	Development	Asaf Yonay Daniel Bryant	Development|Architecture & Design|DevOps|Clojure|LISP|Go Language|API Gateway|Architecture|Java|Microservices|JVM Languages|API
239	Author Q&A on the Book Simplify Work	Culture & Methods	Jesse W. Newton Shane Hastie Shane Hastie	Culture & Methods|InfoQ|Work Management|Book Review
240	Virtual Panel: Kubernetes and the Challenges of Multi-Cloud	DevOps	Rags Srinivas Lew Tucker Sheng Liang Marco Palladino Janet Kuo Rags Srinivas	Development|Architecture & Design|Containers|Virtual Panel|Cloud Computing|Kubernetes|Cloud
241	Success or Burnout? Q&A on How Personal Agility Can Help	Culture & Methods	Maria Matarelli Ben Linders Peter Stevens	Culture & Methods|Coaching|Agile Conferences|Coaching and Mentoring|Personal Growth|Teamwork|Collaboration|Agile|Burnout
242	Developing Microservices with Behavior Driven Development and Interface Oriented Design	Architecture & Design	Kenneth Pugh Shane Hastie	Architecture & Design|Culture & Methods|TDD|Behavior Driven Development|Testing|Story Testing|Architecture|Microservices|Agile Test|Software Testing
243	Architecture and Design InfoQ Trends Report - January 2019	Architecture & Design	Charles Humble Thomas Betts Daniel Bryant Jan Stenberg Daniel Bryant	Development|Architecture & Design|Leadership|event sourcing|InfoQ Trends Report|Event Driven Architecture|Architecture|InfoQ|Agile|Microservices|Serverless|Cloud Computing|Evolutionary Design
244	Evidence-Based Management Guide - Updated	Culture & Methods	Ben Linders Patricia Kong Kurt Bittner	Culture & Methods|Business/IT Alignment|Enterprise Architecture|Business Value|Architecture|Scrum.org|Agile|Scrum|Innovation|Checklists and Guides
245	Q&A on the Book Build a Next-Generation Digital Workplace	Culture & Methods	Ben Linders Shailesh Kumar	Architecture & Design|Culture & Methods|Enterprise Architecture|InfoQ|Agile|Professionalism|Book Review|Software Development|Collaborative Technologies|Business/IT Alignment|Teamwork|Workplace|Collaboration|Architecture|Distributed Team|Digital Transformation|Platforms
246	Why Do We Need Architectural Diagrams?	Architecture & Design	Ionut Balosin Thomas Betts	Development|Architecture & Design|Communication|Architecture Documentation|Teamwork|Documentation|Stakeholder|Architecture|Distributed Team|Agile|Diagramming
247	Q&A on the Book Future Ethics	Culture & Methods	Cennydd Bowles Ben Linders	Culture & Methods|Ethics|Enterprise Architecture|Governance|Architecture|Product Development|InfoQ|Design|Book Review
248	Increasing the Quality of Patient Care through Stream Processing	Architecture & Design	Himasha Guruge Nuwan Bandara Nadeeshan Gimhana Roland Meertens	Development|Architecture & Design|AI, ML & Data Engineering|Event Stream Processing|Event Driven Architecture|Architecture|Healthcare|Streaming
249	Hiring and Retaining Developers - Creating Great Teams	Culture & Methods	Tamas Torok Shane Hastie	Culture & Methods|Teamwork|Agile|Hiring
250	Scaling a Distributed Stream Processor in a Containerized Environment	AI, ML & Data Engineering	Sarangan Janakan Miyuru Dayarathna Roland Meertens	Development|AI, ML & Data Engineering|Event Stream Processing|Performance & Scalability|Containers|Event Driven Architecture|Architecture|Streaming|Cloud Computing|Kubernetes
251	Q&A on the Book Refactoring - Second Edition	Culture & Methods	Martin Fowler Ben Linders	Development|Architecture & Design|Culture & Methods|Software Craftsmanship|JavaScript|InfoQ|Agile|Quality|Web Development|Design|Dynamic Languages|Book Review|Code Quality|Refactoring|Code Reviews|Architecture
252	Successful Teams: How Leaders Build Their Tech Companies	Culture & Methods	Theodora Palikarska Shane Hastie	Culture & Methods|Leadership|Teamwork|Team Collaboration|Collaboration|Distributed Team|Agile|Startup
253	Headless Selenium Browsers	Development	Jeanne Boyarsky Charles Humble	Development|Java|Automated testing|Automation|Selenium
254	Towards Successful Resilient Software Design	Culture & Methods	Uwe Friedrichsen Ben Linders	Architecture & Design|Culture & Methods|Agile Conferences|Reliability|Distributed Systems|Teamwork|Collaboration|Architecture|Agile|Design|Resilience
255	Super Charge the Module Aware Service Loader in Java 11	Development	Uday Tatiraju Ben Evans	Development|Java11|Java
256	Article Series - .NET Core - 2nd Series	Development	Chris Woodruff Jeff Martin	Development|Architecture & Design|DevOps|Distributed Cache|Clustering & Caching|Visual C++|ASP.NET Web API|ASP.NET Core|C++/CLI|Microsoft|Caching|Performance|.NET Core|.NET|C++|.NET Core Series|Infrastructure|Compilers|.NET Languages|ASP.NET
257	How to Slow Down to Go Faster Than Ever in Software Development	Culture & Methods	Lemi Orhan Ergin Ben Linders	Culture & Methods|Software Craftsmanship|Agile in the Enterprise|Agile|Quality|Adopting Agile|Source Code|Code Quality|Adoption|Software Development|Legacy Code|Debugging|Testing|Process Adoption|Lean|Hiring
258	Conquering the Challenges of Data Preparation for Predictive Maintenance	AI, ML & Data Engineering	Ian Downard Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Database|Big Data|Infrastructure|Predictive Analytics
259	Space as an Enabler - Coworking as a Mindset	Culture & Methods	Ben Linders Dina Sierralta	Culture & Methods|Agile Conferences|Networking|Teamwork|GOTO Conference|Collaboration|GOTO Berlin|Infrastructure|Agile|Innovation|Remote Developer
260	Book Review: Optimizing Java	Development	Michael Redlich Victor Grazi	Development|Architecture & Design|DevOps|AI, ML & Data Engineering|GarbageCollection|Runtimes|Performance|Performance Tuning|Java|JVM|HotSpot|Virtual Machines|application performance management
261	Q&A on the Book "Lean Product Management"	Culture & Methods	Rui Miguel Ferreira	Culture & Methods|Agile|Lean|Product Management
262	How to Test ASP.NET Core Web API	Development	Chris Woodruff Jeff Martin	Development|.NET Core|Web API|.NET|Architecture|.NET Core Series|Microsoft|API|ASP.NET
263	Building a VPC with CloudFormation - Part 2	DevOps	Ken Krueger Richard Seroter	Architecture & Design|DevOps|Networking|IaaS|AWS|Amazon|Infrastructure|Cloud Computing|Cloud
264	Q&A on the Book Digital Transformation at Scale	Culture & Methods	Andrew Greenway Ben Linders	Culture & Methods|Agile In Government|Business/IT Alignment|Teamwork|Enterprise Architecture|Governance|Collaboration|Agile in the Enterprise|Architecture|Agile|Digital Transformation|Adopting Agile|Large Projects
265	Key Takeaway Points and Lessons Learned from QCon San Francisco 2018	Development	Abel Avram	Development|Architecture & Design|Culture & Methods|DevOps|AI, ML & Data Engineering|QCon San Francisco 2018|QCon
266	Understanding Blockchain Basics and Use Cases	Development	Ben Evans	Development|Architecture & Design|Blockchain|Hyperledger|Architecture|Java|Emerging Technologies
267	A Quick Tour of the .NET CLI	Development	Jeremy Miller Jeff Martin	Development|.NET Core|.NET|.NET Core Series|Microsoft
268	InfoQ’s 2018, and What We Expect to See in 2019	Development	Charles Humble	Development|Architecture & Design|Culture & Methods|DevOps|AI, ML & Data Engineering|Chaos Engineering|Ethics|Security|Quantum Computing|Architecture|Microservices|Resilience|Emerging Technologies
269	Building a VPC with CloudFormation - Part 1	DevOps	Ken Krueger Richard Seroter	Architecture & Design|DevOps|Networking|IaaS|AWS|Amazon|Infrastructure|Cloud Computing|Cloud
270	The Current State of Blockchain - Panel Discussion (Part 2)	Development	Ben Evans	Development|Architecture & Design|Culture & Methods|Blockchain|Cryptography|Security|Virtual Panel|Architecture|Cryptocurrency|Emerging Technologies
271	How to Make Cross-Functional Operations a Team Effort	Culture & Methods	Dipti Parmar Shane Hastie	Culture & Methods|Teamwork|Collaboration|Agile|Scrum|Self-organizing Team
272	The 2018 InfoQ Editors’ Recommended Reading List: Part Two	Development	Daniel Bryant Charles Humble	Development|Architecture & Design|Culture & Methods|DevOps|AI, ML & Data Engineering|Leadership|Testing|Acceptance Testing|Time Management|InfoQ|Agile|Machine Learning|Book Review|NoProjects
273	Author Q&A on the Book Project to Product by Mik Kersten	Culture & Methods	Shane Hastie Mik Kersten Shane Hastie	Culture & Methods|Business/IT Alignment|Enterprise Architecture|Business Value|Architecture|Product Development|Agile|NoProjects
274	What Machine Learning Can Learn from DevOps	DevOps	Ben Linders Thiago de Faria	Culture & Methods|DevOps|AI, ML & Data Engineering|Source Control|IT Service Management|Agile Conferences|Continuous Delivery|Automated Deployment|Agile Techniques|Agile|Machine Learning|Source Code|Teamwork|Version Control|Continuous Integration|Collaboration|Artificial Intelligence|Cloud Computing
275	.NET Core and DevOps	Development	Dave Swersky	Development|DevOps|.NET|.NET Core Series|Microsoft
276	The Current State of Blockchain - Panel Discussion (Part 1)	Development	Ben Evans	Development|Architecture & Design|Culture & Methods|Blockchain|Cryptography|Security|Virtual Panel|Architecture|Cryptocurrency|Emerging Technologies
277	JavaScript and Web Development InfoQ Trends Report	Development	Dylan Schiemann Charles Humble	Development|Architecture & Design|HTML5|HTML|JavaScript|Markup Languages|Mobile|InfoQ|Rich Internet Apps|Web Development|Dynamic Languages|TypeScript|InfoQ Trends Report|CSS|Mobile Development
278	Using Golang to Build Microservices at The Economist: A Retrospective	Development	K Jonas Daniel Bryant	Development|Architecture & Design|DevOps|Microservice Frameworks|Go Language|Event Driven Architecture|Architecture|Automated testing|Microservices|Automation
279	Analytics Zoo: Unified Analytics + AI Platform for Distributed Tensorflow, and BigDL on Apache Spark	AI, ML & Data Engineering	Jason Dai Roland Meertens	AI, ML & Data Engineering|Deep Learning|Database|Big Data|Infrastructure|Machine Learning|Apache Spark|TensorFlow
280	Applying Agile for Developing Industrial Machinery	Culture & Methods	Claudio Saurin Ben Linders	Culture & Methods|Agile Conferences|Agile Techniques|Kanban|Agile in the Enterprise|Product Development|Agile|Lean|Adopting Agile
281	Book Review and Q&A: ASP.NET Core in Action by Andrew Lock	Development	Chris Woodruff Jeff Martin	Development|.NET Core|ASP.NET Core|.NET|InfoQ|.NET Core Series|Microsoft|Book Review|ASP.NET
282	CA Technologies' Agile Transformation: A Firsthand Perspective	Culture & Methods	Christine Hudson Shane Hastie	Culture & Methods|Business Agility|Scaled Agile framework|Agile in the Enterprise|Agile|Adopting Agile
283	Micronaut Tutorial: Part 2: Easy Distributed Tracing, JWT Security and AWS Lambda Deployment	Development	Sergio del Amo Caballero Daniel Bryant	Development|Architecture & Design|DevOps|Microservice Frameworks|Architecture|Java|Microservices|AWS Lambda
284	Q&A on the Book Driving Digital Strategy	Culture & Methods	Ben Linders Sunil Gupta	Culture & Methods|Business Agility|Business/IT Alignment|Enterprise Architecture|Artificial Intelligence|Architecture|InfoQ|Digital Transformation|Innovation|Book Review|Change
285	Back to the Future with Relational NoSQL	AI, ML & Data Engineering	Evan Weaver Abel Avram	Development|Architecture & Design|AI, ML & Data Engineering|NoSQL|Consistency|Database|CAP Theorem|Relational Databases|DB|Paxos
286	From Warfare to Outsourced Software Development	Culture & Methods	Medhat Sabry Shane Hastie	Culture & Methods|Outsourcing|Agile|Project Management
287	Exploring Azure Service Fabric Mesh: A Platform for Building Mission Critical Microservices	DevOps	Chacko Daniel Daniel Bryant	Development|Architecture & Design|DevOps|Containers|Azure|PaaS|.NET|Architecture|Microsoft|Microservices|Cloud Computing|Cloud
288	Distributed Caching with ASP.NET Core	Development	Matthew Groves Jeff Martin	Development|.NET Core|ASP.NET Core|.NET|.NET Core Series|Microsoft
289	Three Keys to a Successful “Pre-Mortem”	Culture & Methods	Willow Brugh Shane Hastie	Culture & Methods|Security|Risk Management|Assessment|Continuous Improvement|Agile|Risk|Retrospectives
290	Sentiment Analysis: What's with the Tone?	AI, ML & Data Engineering	Rosaria Silipo Kathrin Melcher Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Sentiment Analysis|Database|Big Data|Infrastructure|Machine Learning
291	Q&A on the Book “Distributed Teams: The Art and Practice of Working Together While Physically Apart”	Culture & Methods	Ben Linders John O'Duinn	Culture & Methods|Culture|Communication|Teamwork|Collaboration|Distributed Team|InfoQ|Agile|Meetings|Book Review|Remote Developer
292	The Serverless Sea Change	Architecture & Design	Joe Emison Thomas Betts	Architecture & Design|Amazon|Microservices|AWS Lambda|Serverless|Google Cloud Functions|Azure Functions|Containers|IaaS|AWS|FaaS|Google Cloud Platform|Architecture|Cloud Computing
293	Great Scrum Masters Are Grown, Not Born	Culture & Methods	Lyssa Adkins Ben Linders	Culture & Methods|Coaching|Scrum Master|Coaching and Mentoring|Training / Certification|Agile|Scrum
294	Will Cloud Computing Kill Open Source Development?	Development	Paul Dix Matt Klein Heather J. Meeker Michael Stiefel	Development|Architecture & Design|Software Development|Open Source|Cloud Computing
295	Getting Started with Istio Service Mesh Routing	DevOps	Oleg Atamanenko Oleg Chunikhin Daniel Bryant	Development|Architecture & Design|DevOps|Containers|Service Mesh|Istio|Architecture|Microservices|Cloud Computing|Kubernetes
296	Book Review: Solidity Programming Essentials	Development	Kent Weare	Development|Architecture & Design|Blockchain|Ethereum|Hyperledger|Architecture|InfoQ|Bitcoin|Book Review|Emerging Technologies
297	Spark Application Performance Monitoring Using Uber JVM Profiler, InfluxDB and Grafana	AI, ML & Data Engineering	Amit Baghel Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|NoSQL|Performance|Database|Big Data|Infrastructure|InfluxDB|Data Visualization|Monitoring|Grafana|Apache Spark|application performance management
298	Stateful Service Design Considerations for the Kubernetes Stack	Architecture & Design	Jonas Bonér Charles Humble	Architecture & Design|Containers|Architecture|Java|Microservices|Akka|Cloud Computing|Kubernetes
299	Building a Web App with Yeoman	Development	Oscar Salas Dylan Schiemann	Development|Architecture & Design|DevOps|JavaScript|Web App Developer|Web Development|Dynamic Languages|Web Applications
300	The New Killer Apps: Teamwork and Weak Signal Detection Lessons from the Military	Culture & Methods	Brian Rivera Ben Linders	Culture & Methods|Agile Conferences|Teamwork|Failure|Team Collaboration|Collaboration|Distributed Team|Agile|Cynefin|Lessons|Stories & Case Studies
301	How to Source Control Your Databases for DevOps	DevOps	Jonathan Allen	DevOps|SQL Server|IT Service Management|Continuous Delivery|Automated Deployment|Database|Agile Techniques|Database Management|Microsoft|Agile|Relational Databases|Continuous Deployment|Continuous Integration|SQL|Database Design|Cloud Computing
302	James Bach on a Career in Testing and Advice for New Players	Culture & Methods	Xiaoqian Geng James Bach Shane Hastie	Culture & Methods|Testing|Acceptance Testing|Automated testing|Agile Test|Automation
303	Challenges of Building a Reliable Realtime Chat Service	Architecture & Design	Pawel Ledwon Dylan Schiemann	Development|Architecture & Design|NoSQL|JavaScript|Redis|Database|Postgres|Web Development|Dynamic Languages|Relational Databases|Key-Value Store|Real Time|WebSocket
304	Q&A on the Book Code with the Wisdom of the Crowd	Culture & Methods	Ben Linders Mark Pearl	Culture & Methods|Teamwork|Assessment|Continuous Improvement|Collaboration|InfoQ|Agile|Mob Programming|Book Review|Retrospectives
305	Seth James Nielson on Blockchain Technology for Data Governance	AI, ML & Data Engineering	Srini Penchikala Seth James Nielson	Development|Architecture & Design|AI, ML & Data Engineering|Blockchain|Database|Event Driven Architecture|Architecture|Data Architecture Summit|Data Governance|Data Management|Events|Emerging Technologies
306	Decoupling in Cloud Era: Building Cloud Native Microservices with Spring Cloud Azure	DevOps	Zhongwei Zhu Richard Seroter	Development|DevOps|Spring Cloud|Spring|Pivotal|Java|Microsoft Azure|Cloud-Native|Cloud Computing|Cloud
307	Who Is Running My Kubernetes Pod? The Past, Present, and Future of Container Runtimes	DevOps	Phil Estes Daniel Bryant	Development|DevOps|Containers|Docker|Cloud Computing|Kubernetes
308	Q&A on the Book Bitwise - A Life in Code	Culture & Methods	David Auerbach Ben Linders	Culture & Methods|Software Development|Teamwork|User Experience|Architecture|InfoQ|Agile|Design|Book Review|Artifacts & Tools|Game
309	Getting Started with Vue.js	Development	Gilad David Maayan Dylan Schiemann	Development|Architecture & Design|IaaS|AWS|Amazon|JavaScript|Markup Languages|CSS|Web Development|Dynamic Languages|Vue.js|Cloud Computing
310	Author Q&A: From Hierarchy to High Performance	Culture & Methods	Shane Hastie Doug Kirkpatrick Shane Hastie	Culture & Methods|Adaptive Leadership|Servant Leadership|Leadership|Diversity in Teams|Teamwork|Collaboration|Distributed Team|Agile|Group Communication
311	Service Delivery Review: The Missing DevOps Feedback Loop?	DevOps	Matthew Philip Manuel Pais	DevOps|IT Service Management|Continuous Delivery|Automated Deployment|Agile Techniques|Continuous Improvement|Kanban|Agile|Lean|Feedback|Cloud Computing
312	Scaling Agile in a Data-Driven Company	Culture & Methods	Antonello Mantuano Ben Linders	Culture & Methods|Portfolio Management|Agile Conferences|Agile Techniques|Kanban|Scaling Agile|Agile|Data|Nexus Framework|SAFe|Project Management|Agile Culture|Lean|Scrum
313	Next-Gen Autonomous System Design Made Easier with DDS and ROS	Development	Neil Puthuff Roland Meertens	Development|Robotics
314	Why the Agile Manifesto Still Matters	Culture & Methods	Scott Duncan Ben Linders	Culture & Methods|Teamwork|Trust|Collaboration|Agile|Scrum|Agile Manifesto|Self-organizing Team|Change
315	Agile Implementation from a Manager's Perspective	Culture & Methods	Tomasz Dutkowski Shane Hastie	Culture & Methods|Management|Agile in the Enterprise|Agile|Agile Manager|Adopting Agile
316	Apache Kafka: Ten Best Practices to Optimize Your Deployment	AI, ML & Data Engineering	Ben Bromhead Srini Penchikala	Development|Architecture & Design|DevOps|AI, ML & Data Engineering|Event Stream Processing|Data Analysis|Database|Event Driven Architecture|Architecture|Streaming|Data Analytics|Apache Kafka
317	Fun at Work: Building an Organizational Culture in Which People Can Flourish	Culture & Methods	Maartje Wolff Fennande van der Meulen Shane Hastie	Culture & Methods|Culture|Teamwork|Agile|Happiness
318	Give REST a Rest with RSocket	Architecture & Design	Robert Roeser Daniel Bryant	Development|Architecture & Design|REST|SOA|Web API|Enterprise Architecture|Web Services|Architecture|Microservices|Messaging|API
319	An Introduction to Kotlin for Serverside Java Developers	Development	Baljeet Sandhu Ben Evans	Development|Architecture & Design|Culture & Methods|Java|Kotlin|JVM Languages
320	Managing to the Next Century - The Five Big Things for Agile Transitions	Culture & Methods	Dave West Shane Hastie	Culture & Methods|Teamwork|Agile in the Enterprise|Agile|Scrum|Agile Practices|Self-organizing Team|Adopting Agile
321	Ethics - What Next?	Architecture & Design	Anne Currie Charles Humble	Architecture & Design|Ethics|Cloud
322	Q&A on the Book Humble Leadership	Culture & Methods	Edgar Schein Ben Linders Peter Schein	Culture & Methods|Leadership|Culture|Teamwork|Trust|InfoQ|Agile|Scrum|Self-organizing Team|Book Review
323	Natural Language Processing with Java - Second Edition: Book Review and Interview	AI, ML & Data Engineering	Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Sentiment Analysis|Database|Data Analysis|Natural Language Processing|Java|InfoQ|Big Data|Infrastructure|Machine Learning|Book Review|Data Analytics
324	Mapping the Market for Agile Coaches	Culture & Methods	Elaine Bulloch Michael de la Maza Alexander Frumkin Shane Hastie	Culture & Methods|Coaching|Coaching and Mentoring|Agile in the Enterprise|Agile|Adopting Agile
325	Resilient Systems in Banking	Architecture & Design	Greg Hawkins Harry Brumleve	Development|Architecture & Design|Chaos Engineering|Fault Tolerance|Banking|Failure|Architecture|Infrastructure|Asynchronous Architecture|Resilience|Cloud Computing|Cloud Architecture
326	Micronaut Tutorial: How to Build Microservices with This JVM-Based Framework	Development	Sergio del Amo Caballero Daniel Bryant	Development|Architecture & Design|Microservice Frameworks|Architecture|Java|Microservices|Kotlin|JVM Languages
327	Author Q&A - A Guide to Distributed Agile Framework	Culture & Methods	Shane Hastie Hugo Messer Savita Pahuja John Okoro Shane Hastie	Culture & Methods|Agile in the Enterprise|Distributed Team|Agile|Adopting Agile
328	Codefirst: The Future of UI Design	Development	Graham Church Dylan Schiemann	Development|Culture & Methods|Artificial Intelligence|Design and Technology|Voice-enabled UI|Machine Learning
329	Agile in the Context of a Holistic Approach	Culture & Methods	Jon Kern Ben Linders	Culture & Methods|Value & Metrics|Agile Techniques|Kanban|Agile in the Enterprise|Scaling Agile|Agile|Agile Manifesto|Adopting Agile|Project Management|Agile Estimation|Architecture|Scrum|Lean|Planning
330	Scaling Autonomy at Zalando	Culture & Methods	Eric Bowman Ben Linders	Culture & Methods|Agile Conferences|Agile Culture|Teamwork|Agile in the Enterprise|Architecture|Agile|Scaling Agile|Scrum|Self-organizing Team|Adopting Agile|Project Management|Planning
331	Modeling Uncertainty with Reactive DDD	Architecture & Design	Vaughn Vernon Thomas Betts	Development|Architecture & Design|Domain Driven Design|Distributed Systems|Methodologies|SpringOne 2017|Spring|Architecture|Pivotal|Java|Reactive Programming|SpringOne|Domain-Driven Design|Design
332	Explore the New Java 10 “var” Type: An Introduction and Hands-on Tutorial	Development	Mohamed Taman Daniel Bryant	Development|Architecture & Design|Java|REPL
333	Scrum The Toyota Way	Culture & Methods	Ben Linders Nigel Thurlow	Culture & Methods|Toyota Production System|Agile Conferences|Agile in the Enterprise|Agile|Lean|Scrum|Adopting Agile|Stories & Case Studies
334	The 2018 InfoQ Editors’ Recommended Reading List: Part One	Development	Daniel Bryant	Development|Architecture & Design|Culture & Methods|DevOps|AI, ML & Data Engineering|Agile|DevOps Enterprise|Cloud Computing
335	Author Q&A Continuous Digital and Project Myopia	Culture & Methods	Shane Hastie Allan Kelly Shane Hastie	Culture & Methods|Business Agility|Business/IT Alignment|Enterprise Architecture|Agile in the Enterprise|Architecture|Agile|Digital Transformation|Adopting Agile|NoProjects|Project Management
336	DevOps for the Modern Enterprise Book Review and Q&A with Mirco Hering	DevOps	Mirco Hering Manuel Pais	DevOps|Culture|Business/IT Alignment|Enterprise Architecture|Continuous Improvement|Architecture|Agile|Digital Transformation|Culture Change|Vendors|Automation
337	Ethics, a Psychological Perspective	Development	Andrea Dobson Charles Humble	Development|Architecture & Design|Ethics
338	JShell: A Comprehensive Guide to the Java REPL	Development	Dustin Schultz Daniel Bryant	Development|Architecture & Design|DevOps|Java|REPL
339	New Enterprise Decision-Making - Dealing with Uncertainty	Culture & Methods	Alex da Costa Shane Hastie	Culture & Methods|Adaptive Leadership|Leadership|Agile|Complex Systems
340	The DDD Do-Over	Architecture & Design	Thomas Betts	Development|Architecture & Design|Culture & Methods|Refactoring|Domain Driven Design|Case Study|Architecture|Agile|Design|Project Management|Consulting
341	Ajey Gore on Small Teams Making a Big Difference and Effective Outsourcing	Culture & Methods	Hugo Messer Shane Hastie	Culture & Methods|Agile Conferences|Outsourcing|Teamwork|Distributed Team|Agile
342	Chaos Conf Q&A: The Benefits, Challenges and Practices of Chaos Engineering	DevOps	Daniel Bryant	Development|Architecture & Design|Culture & Methods|DevOps|Chaos Engineering|Disaster Recovery|Architecture|BusinessContinuity|Resilience|Cloud Computing
343	Q&A on the Book Emotional Science	Culture & Methods	Audree Tara Sahota Ben Linders Michael Sahota	Culture & Methods|Coaching|Communication|Coaching and Mentoring|Teamwork|Team Collaboration|Collaboration|Psychological Safety|Distributed Team|InfoQ|Agile|Group Communication|Book Review
344	14 Things I Wish I’d Known When Starting with MongoDB	Development	Phil Factor Jonathan Allen	Development|Architecture & Design|NoSQL|Database|MongoDB|Distributed Document Oriented Database|Database Design
345	Are You the Barrier to Innovation?	Culture & Methods	Robert Zazueta Shane Hastie	Culture & Methods|Culture|Agile in the Enterprise|Agile|Complex Systems|Culture Change|Innovation|Adopting Agile
346	How the TOGAF Standard Serves Enterprise Architecture	Architecture & Design	Will Stevens Thomas Betts	Development|Architecture & Design|Communication|Enterprise Architecture|Enterprise Integration Patterns|TOGAF|Customers & Requirements|Agile|Integration Patterns|Project Management|Acquisitions|Documentation|Architecture|Requirements|Distributed Team|Patterns|Integration|Requirements Management
347	Agile Transformation at Ericsson	Culture & Methods	Ben Linders Hendrik Esser	Culture & Methods|Agile Conferences|eXtreme Programming|Agile in the Enterprise|Scaling Agile|Agile|Scrum|Adopting Agile|Stories & Case Studies
348	Democratizing Stream Processing with Apache Kafka® and KSQL - Part 2	AI, ML & Data Engineering	Robin Moffatt Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Event Stream Processing|Database|Data Analysis|Event Driven Architecture|Architecture|Big Data|Infrastructure|Streaming|Data Analytics|Apache Kafka
349	Using Checklists to Organize Software Development Processes	Culture & Methods	Zakhar Yung Shane Hastie	Culture & Methods|Process Adoption|Agile|Process|Adoption|Complementary Practices
350	Async Streams in C# 8	Development	Bassam Alugili Jeff Martin	Development|Asynchronous Programming|C# 8|.NET|Microsoft
351	Adopting Continuous Delivery at teamplay, Siemens Healthineers	Culture & Methods	Vladyslav Ukis Dave Farley Ben Linders	Development|Culture & Methods|Software Craftsmanship|IT Service Management|Continuous Delivery|Behavior Driven Development|Automated Deployment|Agile Techniques|Acceptance Testing|Agile in the Enterprise|Agile|Quality|Adopting Agile|Stories & Case Studies|TDD|Testing|Pair Programming|Cloud Computing
352	Refactoring to a Deeper Model	Architecture & Design	Paul Rayner Thomas Betts	Development|Architecture & Design|Refactoring|Domain Driven Design|MDA|Architecture|Patterns and Practices|Patterns|Agile|Pair Programming|Design|Domain Modeling
353	The Best CLI Is the One You Don’t Have to Install	DevOps	Burke Holland Richard Seroter	Development|DevOps|Microsoft Azure|Automation|Cloud
354	Microservices in a Post-Kubernetes Era	DevOps	Bilgin Ibryam Daniel Bryant	Development|Architecture & Design|DevOps|Performance|Containers|Service Mesh|Architecture|Microservices|Monitoring|Docker|Cloud Computing|Observability|Kubernetes|application performance management
355	Four Ways to Take Charge in Your First Agile Project	Culture & Methods	Manish Dudharejia Shane Hastie	Culture & Methods|Agile in the Enterprise|Agile|Scrum|Adopting Agile|Project Management
356	The State of Java Serialization	Development	Erik Costlow Ben Evans	Development|Architecture & Design|DevOps|serialization|Java 9 Modules|Java9|Java
357	DDD With TLC	Architecture & Design	Julie Lerman Thomas Betts	Development|Architecture & Design|Culture & Methods|Domain Driven Design|Coaching and Mentoring|Teamwork|Agile|Project Management|Consulting
358	Q&A on the Book Adaptive Space	Culture & Methods	Ben Linders Michael Arena	Culture & Methods|Leadership|Business Agility|Entrepreneurship|Social Networking|InfoQ|Agile|Innovation|Book Review
359	A Critique of Resizable Hash Tables: Riak Core & Random Slicing	Architecture & Design	Scott Lystig Fritchie Charles Humble	Architecture & Design|Event Stream Processing|NoSQL|Dynamo DB|Database|Event Driven Architecture|Architecture|Distributed Document Oriented Database|Pony|Streaming|Riak|Key-Value Store|Functional Programming
360	Build a MySQL Spring Boot App Running on WildFly on an Azure VM	Development	Brian Benz Ben Evans	Development|Architecture & Design|DevOps|Azure|Spring Boot|Spring|Pivotal|Java|Microsoft|Microservices|Web Development|JBoss|Application Servers|Microservice Frameworks|PaaS|Web Servers|.NET|Architecture|RedHat|Cloud Computing|JBoss WildFly
361		null		
362	The State of DevOps in Banking – Report from DOES London 2018	DevOps	Helen Beal Daniel Bryant	DevOps|Banking|Continuous Deployment|IT Service Management|Continuous Delivery|Automated Deployment|Agile Techniques|Continuous Integration|Agile|Cloud Computing
363	The Argument for WCF Hosting in .NET Core	Development	Jonathan Allen	Development|Architecture & Design|SOA|Web API|Enterprise Architecture|SOAP|Microsoft|Messaging|API|REST|.NET Core|Web Services|.NET|Architecture|WCF
364	How to Choose a Stream Processor for Your App	AI, ML & Data Engineering	Miyuru Dayarathna Srinath Perera Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Event Stream Processing|Data Analysis|Database|Event Driven Architecture|Architecture|Big Data|Infrastructure|Streaming|Data Analytics
365	Testing Programmable Infrastructure - a Year On	DevOps	Matt Long Richard Seroter	Development|DevOps|Software Craftsmanship|IaaS|Automated testing|Agile|Quality|Automation|Cloud Computing|Cloud
366	Microservices from a Startup Perspective	Culture & Methods	Susanne Kaiser Ben Linders	Architecture & Design|Culture & Methods|QCon London 2018|Architecture|Agile|Microservices|Startup|Complex Systems|QCon|Stories & Case Studies
367	Deep Dive into JUnit 5 Extension Model	Development	Uday Tatiraju Ben Evans	Development|Architecture & Design|Testing|JUnit|Unit Testing|Java
